ice,temp
755.5443055,32.04509744
679.6870749,28.79551751
685.1571053,29.09100377
625.4878866,26.50144597
712.2728299,30.23081948
644.148216,27.32661456
670.0719265,28.41136286
691.2490874,29.33363487
709.9029949,30.09548619
662.580584,28.12273041
682.9914886,28.97448151
694.499681,29.44595219
716.002945,30.40758387
642.5983062,27.30056859
671.8514628,28.51531067
704.0150968,29.88013225
692.9972158,29.38968841
700.2896362,29.69409976
681.3946166,28.8912917
674.8923441,28.6478199
631.5603333,26.77050684
675.8563027,28.62053435
693.4138264,29.38396684
667.5271587,28.29972802
707.3108379,30.01683403
726.4135452,30.79223046
677.6501607,28.72625978
713.3142279,30.28705751
716.0920495,30.35609692
695.8387705,29.5445026
699.8413478,29.70100509
678.956139,28.75040519
657.2874854,27.83439732
666.0474235,28.2555324
668.2447262,28.34319912
665.2176426,28.20607058
729.5732085,31.00125081
707.766383,30.02667843
719.2211392,30.49977985
665.8762201,28.22594004
663.867135,28.13656475
651.7901426,27.60608216
696.3971951,29.57441268
675.8173006,28.60305051
679.9565498,28.83285217
677.1409871,28.737878
667.3155793,28.29174103
697.2144975,29.54122411
694.6303182,29.42668871
660.0016247,27.98677304
695.8030484,29.52609528
674.6997295,28.61148456
659.0083116,27.91727366
703.8220849,29.83938544
689.1146396,29.21256811
711.5622622,30.18242464
697.8997104,29.57997318
665.3906533,28.17567932
710.5531483,30.09092231
678.1610686,28.73989366
682.8864227,28.92251813
690.9663079,29.30330247
657.4240909,27.86819213
646.1695671,27.37026201
674.2975443,28.59767256
711.8388676,30.19261983
714.4964757,30.30149452
732.0842801,31.04481836
686.0512407,29.10061224
719.5871736,30.47363785
675.0853646,28.5846628
708.6753708,30.0655452
